day,count
05-04-2020,25
05-05-2020,27
05-07-2020,30
05-11-2020,26
05-12-2020,25
05-13-2020,22
05-17-2020,21
05-20-2020,23
05-25-2020,21
05-26-2020,22
05-27-2020,21
05-31-2020,21
06-01-2020,17
06-02-2020,17
06-03-2020,18
06-07-2020,18
06-08-2020,3
