date,close,open
04-06-2020,52,2.5
04-07-2020,31,2
04-08-2020,23,2
04-14-2020,26,2
04-15-2020,24,2
04-18-2020,22,2
04-20-2020,23,2
04-21-2020,20,2
04-22-2020,21,2
04-27-2020,25,2
04-28-2020,24,2
04-29-2020,24,2
05-04-2020,25,3
05-05-2020,27,3
05-07-2020,30,3
05-11-2020,26,3
05-12-2020,25,3
05-13-2020,22,3
05-17-2020,21,3
05-20-2020,23,3
05-25-2020,21,3
05-26-2020,22,3
05-27-2020,21,3
05-31-2020,21,3
06-01-2020,17,3
06-02-2020,17,3
06-03-2020,18,3
06-07-2020,18,3
06-08-2020,3,3
